RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
16| Balentine|EVAN|G|36|36.6|20.1|6.8|15.6|43.5|2.1|5.3|39.2|4.4|5.9|75.0|3.2|3.2|0.8|0.2|2.2
17|Jalan West|NWST|G|32|34.5|20.0|6.0|13.2|45.6|2.7|6.4|42.2|5.3|6.1|86.2|4.4|7.7|2.1|0.3|2.8
18|M|M|G|33|36.7|20.0|6.5|14.3|45.6|3.1|7.7|40.2|3.8|4.6|83.0|2.8|2.9|0.6|0.1|2.3
19|David Laury|IONA|F|34|35.3|19.8|7.2|15.1|47.5|0.8|2.1|38.0|4.7|6.9|68.2|9.7|2.8|0.8|1.3|3.0
20|LaDontae Henton|PROV|F|34|37.0|19.7|6.8|15.2|44.6|1.9|5.6|33.9|4.3|5.6|75.9|6.5|0.9|1.4|0.5|2.0
21|RJ Hunter|GAST|G|35|37.0|19.7|5.8|14.7|39.5|2.3|7.5|30.5|5.8|6.6|87.8|4.7|3.6|2.1|1.0|2.2
22|Chasson Randle|STAN|G|37|36.4|19.6|5.9|14.6|40.3|2.4|6.7|36.3|5.4|6.2|87.7|3.3|3.0|1.4|0.1|2.0
23|Olivier Hanlan|BC|G|32|37.6|19.5|7.0|15.5|45.4|2.0|5.8|35.3|3.4|4.5|75.9|4.2|4.2|1.3|0.0|2.7
24|Derrick Marks|BOIS|G|32|31.2|19.4|7.2|14.6|49.4|2.1|4.9|43.6|2.8|3.7|77.1|3.7|3.0|1.8|0.4|2.1
25|James Sinclair|WCU|G|31|38.1|19.4|6.9|17.2|40.2|1.6|5.2|31.5|3.9|5.1|76.7|6.0|2.9|2.2|0.5|2.5
26|Angelo Russell|OSU|G|35|33.9|19.3|6.6|14.7|44.9|2.7|6.6|41.1|3.4|4.5|75.6|5.7|5.0|1.6|0.3|2.9
27|John Brown|HPU|F|32|31.1|19.3|7.6|13.8|55.0|0.0|0.2|0.0|4.2|5.5|75.6|6.0|1.2|1.2|1.0|1.7
28|Andrew Rowsey|MARQ|G|31|32.6|19.2|5.7|14.5|39.4|3.3|8.6|38.2|4.5|4.9|92.1|2.8|2.9|1.4|0.1|2.3
29|Mikh McKinney|SAC|G|32|37.0|19.2|6.8|13.5|50.7|2.0|4.7|43.0|3.4|4.3|80.3|2.8|4.9|2.4|0.1|2.1
30|Jeff Short|NORF|G|34|34.0|19.1|6.2|12.5|49.8|2.0|5.1|39.4|4.6|5.6|82.0|4.2|1.9|0.9|0.4|2.8
31|Brad Waldow|SMC|F|31|34.5|19.0|7.6|13.6|55.8|0.0|0.0|0.0|3.9|5.9|65.9|9.1|2.2|0.5|0.7|2.1
32|Jerome Hill|GWEB|F|34|33.1|18.9|6.2|13.1|47.3|0.2|1.1|15.8|6.4|10.1|62.8|10.1|2.2|0.5|0.7|3.0
33|Lawrence Alexander|NDSU|G|33|38.5|18.9|6.2|14.3|43.0|3.2|7.2|44.1|3.5|4.3|80.9|4.5|1.7|0.9|0.2|2.0
34|Frank Kaminsky|WIS|F|39|33.6|18.8|6.8|12.5|54.7|1.1|2.6|41.6|4.0|5.1|78.0|8.2|2.6|0.8|1.5|1.6
35|Dyami Starks|BRY|G|31|38.2|18.6|6.0|16.0|37.7|3.2|9.2|34.3|3.4|3.7|91.3|3.4|1.5|0.9|0.2|2.1
36|Keifer Sykes|GB|G|33|35.0|18.6|6.5|14.3|45.2|1.4|4.5|31.1|4.3|5.5|78.0|4.5|4.0|1.7|0.2|2.2
37|Corey Walden|EKU|G|32|34.6|18.6|6.2|11.3|54.7|1.6|4.4|36.4|4.6|5.6|81.7|4.0|3.8|3.1|0.2|2.2
38|Keon Moore|WIN|G|32|33.1|18.5|5.9|13.3|44.3|3.2|7.3|43.2|3.6|4.2|85.9|5.2|1.8|1.4|0.3|1.8
39|KT Harrell|AUB|G|35|33.0|18.5|5.5|12.2|45.3|2.8|6.5|43.4|4.6|5.7|81.4|3.0|1.5|0.9|0.1|2.5
40|Maodo Lo|GER|G|28|34.2|18.4|6.5|13.2|48.9|3.0|7.0|43.1|2.5|3.3|76.9|4.4|2.3|1.5|0.6|2.5
41|Craig Bradshaw|BEL|G|30|31.7|18.3|6.6|13.4|49.1|2.7|6.5|42.3|2.5|3.3|74.7|3.8|3.1|1.6|0.4|3.1
42|Zaid Hearst|QUIN|G|30|36.9|18.3|6.6|15.2|43.2|1.3|4.8|27.8|3.8|5.0|77.2|6.1|2.5|0.5|0.3|2.2
43|Obi Emegano|ORU|G|34|34.4|18.3|5.7|12.8|44.7|0.9|2.2|38.7|6.0|7.6|78.8|4.7|2.2|1.7|0.2|2.6
44|Ryan Harrow|GAST|G|29|31.8|18.3|7.2|14.2|50.4|1.5|3.8|39.4|2.4|3.4|71.7|2.1|3.6|1.4|0.1|1.9
45|Terran Petteway|NEB|F|31|35.0|18.2|5.9|15.0|39.6|2.2|7.0|31.3|4.1|5.8|71.1|4.9|2.8|1.1|0.9|3.4
46|Kay Felder|OAK|G|33|38.5|18.1|5.5|13.2|42.2|1.4|4.2|33.8|5.6|6.8|82.6|4.8|7.6|2.0|0.2|4.2
47|Ashton Moore|CIT|G|30|37.6|18.0|5.8|14.0|41.2|2.6|6.9|38.3|3.9|4.5|85.9|3.2|3.6|1.0|0.2|3.4
48|Evan Payne|LBSU|G|27|28.3|18.0|5.9|13.4|44.3|1.4|3.9|35.2|4.8|6.0|79.1|2.8|1.7|0.8|0.2|2.3
49|Ladarius Tabb|AAMU|G|28|33.1|17.9|6.8|15.0|45.1|1.6|5.7|28.9|2.7|4.4|60.5|7.8|0.7|1.3|0.1|1.8
50| Bembry|JOES|F|31|38.6|17.7|6.4|14.9|43.2|1.6|4.9|32.7|3.3|5.2|63.7|7.7|3.6|1.9|0.9|2.9
51|Chris Hansen|IDST|F|30|33.3|17.7|5.2|13.0|40.4|2.7|7.0|38.3|4.6|5.5|83.6|3.4|2.3|1.3|0.0|2.0
52|Jelani Hewitt|GASO|G|31|35.1|17.6|4.8|13.7|35.1|2.9|8.6|33.5|5.1|6.4|80.7|4.2|3.7|2.5|0.3|2.6
53|Justin Moss|BUFF|F|33|30.0|17.5|6.2|11.8|52.1|0.0|0.1|0.0|5.2|7.2|73.0|9.2|0.6|1.0|0.8|2.2
54|Marcus Burton|WAG|G|29|33.8|17.5|6.0|15.0|40.1|2.1|6.6|32.1|3.4|4.2|81.1|2.7|1.6|1.1|0.0|2.3
54|Kyle Benjamin Wilson|ARMY|G|29|32.4|17.5|5.9|15.3|38.4|2.6|7.6|33.8|3.2|4.0|78.6|2.9|1.9|0.8|0.1|2.7
56|Damon Lynn|NJIT|G|33|36.5|17.5|5.5|15.1|36.5|3.8|10.6|36.0|2.7|3.5|77.2|3.0|3.7|1.8|0.1|2.8
57|Angelo Harrison|SJU|G|33|34.8|17.5|5.4|13.0|41.5|2.0|5.4|36.9|4.7|5.9|79.9|5.5|1.9|1.1|0.4|1.7
57|Martez Harrison|KC|G|33|32.5|17.5|5.3|13.6|39.3|1.4|5.1|28.0|5.4|7.2|74.8|2.4|3.9|1.8|0.0|2.6
59|Rakeem Christmas|SYR|F|31|34.3|17.5|6.5|11.9|55.2|0.0|0.0|0.0|4.4|6.2|71.2|9.1|1.5|0.9|2.5|2.5
60|Bobby Portis|USA|F|36|29.9|17.5|6.9|12.9|53.6|0.4|0.8|46.7|3.2|4.3|73.7|8.9|1.2|1.1|1.4|1.6
61|Marcel Mosley|UAPB|G|28|35.6|17.5|5.2|12.9|40.3|2.5|6.5|38.1|4.6|5.7|81.8|2.9|2.6|2.1|0.0|3.5
62|D|DETM|F|33|31.6|17.5|6.3|14.5|43.4|1.9|4.8|40.8|2.9|3.4|85.0|4.1|2.4|0.9|0.3|2.1
63|Buddy Hield|OU|G|35|32.4|17.4|5.9|14.2|41.2|2.7|7.4|35.9|3.1|3.7|82.3|5.4|1.9|1.3|0.2|1.9
64|Jermaine Ruttley|LR|G|29|33.0|17.4|6.2|13.8|45.1|1.1|3.9|29.5|3.8|5.6|67.9|6.7|2.1|1.6|0.1|2.4
65|Ryan Boatright|CONN|G|34|35.8|17.4|5.4|12.6|42.3|2.5|6.1|41.1|4.2|4.9|85.0|4.1|3.8|1.4|0.2|2.4
66|Jahlil Okafor|DUKE|C|38|30.1|17.3|7.3|11.1|66.4|0.0|0.0|0.0|2.6|5.1|51.0|8.5|1.3|0.8|1.4|2.5
67|Dan Trist|LAF|F|33|27.0|17.3|7.0|12.1|57.6|0.0|0.0|0.0|3.3|4.3|78.0|6.7|1.3|0.4|0.7|2.3
68|Alan Williams|UCSB|C|26|32.6|17.3|6.2|13.4|45.8|0.0|0.1|0.0|5.0|6.5|76.8|11.8|1.7|1.2|1.8|2.0
69|Desharick Guidry|MCN|F|31|35.2|17.3|6.3|12.9|48.8|1.2|3.2|37.4|3.5|4.9|71.5|11.2|1.6|1.3|0.6|2.1
69|Stephen Croone|FUR|G|31|32.0|17.3|5.0|11.2|44.8|1.8|5.1|34.8|5.5|7.3|75.2|4.7|2.6|1.6|0.2|2.4
71|Dennis Mavin|FIU|G|33|35.6|17.2|6.0|13.7|43.8|0.9|3.0|31.3|4.3|6.7|64.3|5.3|3.1|1.2|0.0|3.6
72|Quincy Taylor|LONG|G|31|36.0|17.2|6.1|14.0|43.4|2.8|5.8|48.0|2.3|3.2|73.5|3.0|2.7|1.3|0.2|3.0
72|Matt Mobley|SBU|G|31|37.0|17.2|5.5|13.8|40.0|2.4|6.7|35.7|3.8|5.0|75.6|2.8|1.8|0.8|0.2|2.7
74|Jordan Price|LAS|G|33|31.9|17.2|5.5|14.1|38.7|2.1|6.2|34.0|4.2|5.3|79.9|3.9|2.3|0.8|0.2|3.1
75|Askia Booker|COLO|G|31|30.2|17.2|5.6|14.4|38.7|1.8|5.4|32.9|4.2|5.1|83.4|3.3|3.2|1.4|0.1|2.3
75|Bryan Nash|OKST|F|31|31.7|17.2|5.7|12.4|46.2|0.1|0.6|10.0|5.6|7.1|79.1|5.7|2.0|0.8|0.9|3.2
77|Tyrone Wallace|CAL|G|33|34.8|17.1|6.3|14.8|42.5|0.8|2.7|31.8|3.6|6.0|60.6|7.1|4.0|1.3|0.3|2.8
78|Terry Rozier|LOU|G|36|35.0|17.1|5.9|14.5|41.1|1.3|4.4|30.6|3.9|4.9|79.0|5.6|3.0|2.0|0.2|2.2
79| Price|WKU|G|32|33.4|17.1|5.5|12.3|44.3|2.5|6.1|41.3|3.6|4.4|81.6|5.3|4.0|0.9|0.1|2.6
80|ya Green|HOF|G|34|36.4|17.1|4.6|12.2|38.2|1.8|5.4|33.5|6.0|7.2|82.5|4.3|6.5|1.4|0.3|2.5
81|Jordan Gregory|MONT|G|33|36.0|17.0|5.3|13.2|40.3|2.6|6.9|38.2|3.7|4.7|79.9|3.4|3.2|0.6|0.0|2.1
82|Johnny Dee|USD|G|31|31.1|17.0|5.4|12.6|42.8|2.6|6.8|37.9|3.6|4.0|91.9|3.5|1.3|1.2|0.1|1.0
83|Isiah Umipig|SEA|G|34|34.0|17.0|5.2|12.9|40.5|3.6|8.6|41.8|2.9|3.4|84.5|3.1|2.9|1.3|0.0|2.1
84|Trey Freeman|ODU|G|35|32.3|16.9|6.3|14.4|44.1|1.3|3.8|35.6|2.9|4.0|72.9|4.3|3.6|1.3|0.1|1.7
85| Matthews|URI|G|32|32.9|16.9|5.4|13.1|41.0|2.1|6.5|32.5|4.1|5.5|73.4|4.6|2.0|0.8|0.5|3.6
86|DaVonte Lacy|WSU|G|31|32.4|16.9|5.1|12.5|40.6|2.2|6.6|33.0|4.5|5.9|77.0|2.6|2.1|0.6|0.1|1.8
87|Jarell Martin|LSU|F|33|35.1|16.9|6.1|12.0|50.9|0.4|1.6|26.9|4.2|6.2|69.0|9.2|1.8|1.2|0.7|2.8
88|Josh Williams|LIP|G|31|31.5|16.9|5.7|11.9|48.0|2.2|5.7|39.2|3.3|4.5|73.2|4.9|2.0|1.4|0.2|2.3
89|CJ Carter|OMA|G|29|34.3|16.9|6.1|13.4|45.4|1.7|5.1|32.2|3.1|4.4|70.9|2.3|2.7|1.5|0.7|2.9
90|Janari Joesaar|RGV|F|31|34.0|16.9|5.1|11.0|46.0|2.0|5.3|37.8|4.7|5.8|81.7|6.6|2.4|1.3|0.6|2.8
91|Shonn Miller|CONN|F|30|31.3|16.8|5.6|12.9|43.4|0.9|3.5|26.9|4.7|5.6|83.4|8.5|1.0|1.3|1.8|1.8
92|Kyle Wiltjer|GONZ|F|38|27.6|16.8|6.4|11.8|54.0|1.8|3.8|46.6|2.3|2.9|78.9|6.2|1.9|0.5|0.7|1.1
93|Alec Peters|VAL|F|34|30.6|16.8|5.7|11.7|48.9|2.4|5.2|46.6|2.9|3.4|82.9|6.7|1.2|0.7|0.3|1.4
94|Ray Lee|EMU|G|35|28.0|16.7|5.4|12.3|44.3|2.0|5.5|36.1|3.9|4.9|79.5|1.9|1.5|1.4|0.2|2.9
95| Avila|CSU|F|31|32.1|16.7|6.6|12.0|55.2|0.3|1.2|24.3|3.1|4.9|63.4|7.5|2.8|2.0|0.4|2.7
95|Venky Jois|EWU|F|31|31.2|16.7|6.8|11.1|61.0|0.1|0.3|30.0|3.1|5.7|54.0|7.7|2.0|1.2|2.2|2.3
97|Martin Breunig|MONT|F|32|30.1|16.7|6.7|11.3|59.3|0.1|0.4|15.4|3.3|4.4|73.8|7.3|1.9|0.5|0.8|2.4
98|Marcus Posley|SBU|G|31|35.9|16.7|5.5|14.4|38.2|2.5|7.6|32.2|3.3|4.2|78.3|2.9|2.1|1.2|0.0|2.1
99|Tyler Kalinoski|DAV|G|32|34.8|16.7|6.0|12.8|46.6|2.8|6.7|42.3|1.9|2.4|78.9|5.7|4.1|1.2|0.4|1.4
100|Wesley Saunders|HARV|G|30|34.4|16.6|5.5|12.1|45.3|1.0|2.4|42.5|4.7|6.0|77.3|6.1|4.3|1.8|0.4|2.6
101|Jordan Downing|PRES|G-F|31|32.5|16.6|5.9|14.4|41.3|2.2|6.3|35.6|2.5|3.3|76.5|4.3|1.2|0.6|0.2|2.0
102|Frank Eaves|APP|G|29|33.1|16.6|4.8|12.4|38.2|2.1|6.1|35.0|4.9|6.1|81.3|3.9|1.7|1.3|0.0|2.5
103|Stefan Moody|MISS|G|34|28.7|16.6|4.9|12.7|38.8|2.3|6.5|35.1|4.4|4.9|90.3|3.4|2.4|1.7|0.1|2.0
104|Jerian Grant|ND|G|38|37.1|16.5|5.4|11.2|47.8|1.3|4.2|31.6|4.5|5.7|78.0|3.0|6.7|1.7|0.5|2.2
105|Kellen Dunham|BUT|G|34|33.9|16.5|5.0|11.7|42.9|2.3|5.5|41.0|4.2|4.9|85.0|2.6|0.9|0.6|0.0|1.5
106|Marvelle Harris|FRES|G|32|36.5|16.4|5.4|12.6|43.3|1.7|5.2|32.1|3.9|5.3|74.0|5.0|3.8|2.0|0.3|2.7
107|Kendall Anthony|RICH|G|35|36.5|16.4|5.8|13.0|44.6|1.7|4.4|39.2|3.1|3.9|79.0|1.8|2.5|0.9|0.0|1.5
107|Jameel Warney|STBK|F|35|33.0|16.4|6.9|12.9|53.8|0.0|0.0|0.0|2.5|4.4|57.4|11.7|2.1|0.7|2.5|1.7
109|Norman Powell|UCLA|G|36|34.6|16.4|5.9|13.0|45.6|1.1|3.3|31.9|3.5|4.7|75.1|4.7|2.1|1.8|0.4|2.2
110|Shawn Long|UL|F|34|28.0|16.4|6.0|11.1|54.2|0.8|2.3|36.4|3.5|5.4|65.9|10.2|1.5|0.6|1.6|2.3
110|Aaron White|IOWA|F|34|31.5|16.4|5.0|9.6|52.1|0.6|1.7|35.6|5.7|7.0|81.9|7.3|1.4|1.3|0.5|1.2
112|Connor Hill|IDHO|G|30|30.7|16.4|5.5|12.2|44.9|3.6|8.0|45.0|1.8|2.2|84.6|2.3|0.7|0.5|0.0|1.0
113|Marcus Gilbert|FAIR|F|31|34.7|16.4|5.0|11.2|44.3|1.8|5.5|32.7|4.6|5.9|77.7|5.6|1.2|0.8|0.6|2.2
114|Emmy Andujar|MAN|F|32|31.8|16.3|6.0|11.7|51.2|0.1|0.5|25.0|4.2|6.0|70.3|7.6|3.5|2.0|0.2|4.1
115|Leantwan Luckett|LT|G|30|34.4|16.3|5.3|14.1|37.3|1.6|5.1|30.9|4.2|6.0|70.2|3.4|1.7|1.3|0.4|2.3
116|Trey Lewis|LOU|G|34|35.4|16.3|5.5|12.3|44.6|2.8|6.7|42.3|2.6|3.4|75.7|4.4|2.9|1.2|0.1|2.3
116|Yogi Ferrell|IU|G|34|34.9|16.3|5.3|12.1|43.9|2.4|5.8|41.6|3.3|3.8|86.0|3.2|4.9|0.7|0.0|1.9
118|Rivera|GTWN|G|32|34.4|16.3|4.9|11.7|42.1|2.3|5.8|38.7|4.3|4.9|86.1|4.2|3.2|1.6|0.2|1.6
119|Sterling Gibbs|CONN|G|29|33.7|16.3|5.2|12.1|43.1|2.6|5.9|43.6|3.3|4.7|70.1|2.1|3.8|1.2|0.0|2.0
120|Julius Brown|TOL|G|33|33.3|16.3|5.8|12.6|46.4|2.1|5.2|40.0|2.5|3.0|85.7|2.2|4.4|0.9|0.3|2.2
121|Taylor Johns|UCR|F|31|34.4|16.3|6.2|13.3|46.5|0.3|1.2|23.7|3.6|5.7|63.8|8.2|1.9|1.2|1.7|3.4
122|Melo Trimble|MD|G|35|33.5|16.2|4.3|9.7|44.4|1.7|4.2|41.2|5.9|6.9|86.3|3.9|3.0|1.3|0.1|2.5
123|Michael Caffey|LBSU|G|33|32.5|16.2|5.9|13.6|43.4|1.9|5.3|35.4|2.5|3.5|72.8|4.0|3.6|1.8|0.2|2.7
124|Ameen Tanksley|HOF|G|34|32.5|16.2|5.3|11.8|44.8|2.2|5.5|39.8|3.4|5.0|69.2|5.5|1.4|1.4|0.2|2.0
125|Jack Gibbs|DAV|G|25|30.0|16.2|5.0|10.4|47.9|2.2|5.1|42.5|4.0|4.7|85.6|3.7|4.8|1.5|0.0|2.5
126|Jarekious Bradley|SEMO|G|26|29.5|16.2|5.6|13.2|42.6|1.8|5.4|32.6|3.2|3.6|88.3|5.5|1.3|1.0|0.7|1.9
127|Chris Fowler|CMU|G|32|34.2|16.2|5.7|11.3|50.7|0.6|2.1|30.3|4.1|6.1|68.0|3.1|6.1|1.5|0.2|2.8
128|Treveon Graham|VCU|G|33|29.4|16.2|5.2|12.2|42.8|1.9|5.1|38.1|3.8|5.5|69.1|7.1|1.6|0.6|0.3|1.1
129|James Daniel |IIITENN|F|31|31.5|16.1|4.5|13.4|33.8|2.2|7.7|28.6|4.9|6.0|81.7|2.1|2.6|1.8|0.0|3.5
130|Jalen Cannon|SFBK|F|35|33.8|16.1|6.0|11.5|52.0|0.8|2.3|33.3|3.3|4.8|69.6|10.5|1.0|0.7|0.8|1.7
131|Anthony Beane|SIU|G|33|34.8|16.1|5.7|13.4|42.3|1.5|4.4|33.3|3.3|4.1|81.3|2.6|1.1|1.2|0.3|1.8
132|Jordan Sibert|DAY|G|36|33.8|16.1|4.9|10.8|45.6|2.2|6.4|34.9|4.0|5.1|78.8|3.3|2.0|1.7|0.1|1.8
133|W|WYO|F|31|34.9|16.1|6.0|11.6|51.4|0.5|1.4|33.3|3.7|4.7|78.6|7.2|2.5|1.2|1.2|2.3
134|Josh Richardson|TENN|G|32|36.3|16.0|5.8|12.5|46.1|1.4|4.0|35.9|3.1|3.9|79.8|4.5|3.6|2.1|0.5|2.7
135|Chris Hass|BUCK|G|34|29.6|16.0|5.3|12.4|42.8|2.4|6.1|39.4|2.9|3.5|83.2|3.3|1.1|0.5|0.3|1.5
136|Stephan Hicks|CSUN|G|32|33.5|16.0|5.2|10.4|50.2|0.5|1.3|40.0|5.0|6.2|81.3|5.4|1.4|0.9|0.5|1.9
137|Jeromie Hill|UTSA|F|30|33.5|16.0|6.1|14.4|42.3|1.9|5.2|35.9|1.9|3.1|61.3|8.1|1.3|1.1|0.7|2.4
137|Maurice Ndour|OHIO|F|30|34.9|16.0|5.5|11.3|48.4|0.9|2.1|43.5|4.1|5.3|78.5|8.3|1.7|1.1|2.3|3.0
139|Aleem|TROY|G|28|29.0|16.0|5.4|12.2|44.3|2.5|6.8|37.0|2.7|3.4|78.9|4.8|0.7|1.2|0.0|1.9
140|James Carlton|HOW|G|31|31.6|15.9|5.8|12.4|47.1|0.6|2.5|25.3|3.6|4.8|75.7|7.8|1.0|1.0|1.0|2.7
141|Eric Paschall|VILL|F|27|31.2|15.9|5.6|13.3|41.9|1.7|5.3|31.5|3.1|4.0|79.4|5.5|1.0|0.8|0.4|2.8
142|Michael Qualls|ARK|G|36|30.2|15.9|5.0|11.5|43.6|1.5|4.6|33.3|4.4|5.7|77.5|5.3|1.7|0.9|0.5|1.7
143|Jared Brownridge|SCU|G|32|33.7|15.9|5.0|11.4|44.1|2.9|6.7|43.3|2.9|3.4|86.2|2.9|2.5|1.1|0.1|1.5
144|Anthony Livingston|TTU|F|29|35.8|15.9|5.7|12.3|46.4|0.9|2.9|32.1|3.5|5.1|68.9|10.0|0.8|0.5|1.0|2.7
145|Earl Brown|SFPA|F|32|35.4|15.9|5.9|10.9|53.9|0.5|1.6|32.7|3.6|5.3|68.0|8.0|1.9|1.1|1.0|3.3
146|Jimmy Hall|KENT|F|30|28.6|15.9|6.4|12.1|53.2|0.1|0.2|40.0|2.9|4.3|68.2|7.7|1.5|0.5|1.0|2.3
147|Cedric Hankerson|BU|G|29|33.9|15.9|4.2|10.5|39.7|2.5|6.2|39.8|5.0|7.5|67.3|4.5|2.6|1.8|0.1|2.7
148|Brandon Clark|SCU|G|32|32.7|15.8|5.1|13.6|37.6|1.6|5.5|28.2|4.1|4.8|85.6|3.7|3.9|0.9|0.0|2.1
149|Dallas Moore|UNF|G|35|32.5|15.8|6.0|12.5|48.1|1.7|4.5|38.9|2.0|2.8|73.2|3.2|3.7|1.0|0.0|2.3
150|Tanner Plomb|ARMY|F|30|28.2|15.8|5.5|13.0|42.5|2.2|5.8|37.7|2.5|3.1|80.9|5.6|1.3|0.8|0.4|1.9
151|Jeremy Senglin|WEB|G|25|34.2|15.8|4.6|11.0|41.7|1.8|5.2|34.6|4.8|6.1|78.3|3.1|3.4|1.1|0.0|2.5
152|Chip Armelin|USM|G|29|35.2|15.8|5.9|12.6|46.7|2.1|5.8|36.1|1.9|3.0|63.6|4.1|1.9|1.1|0.2|2.0
153|Mike Myers|UMES|F|33|26.4|15.8|5.1|8.6|59.3|0.0|0.2|16.7|5.5|8.5|64.2|7.0|1.4|1.2|0.4|3.2
154|Alex Harris|CSUF|G|28|32.0|15.8|5.3|12.6|41.5|1.3|4.4|28.5|4.0|6.0|67.1|4.0|3.5|1.5|0.1|2.8
155|Trevor Lacey|NCSU|G|35|35.9|15.7|5.4|12.5|43.6|2.2|5.7|39.2|2.7|3.6|73.8|4.6|3.5|0.9|0.2|1.9
156|Christian Wood|UNLV|F|33|32.7|15.7|5.7|11.4|49.7|0.8|2.7|28.4|3.6|4.9|73.6|10.0|1.3|0.3|2.7|2.4
156|Ken Williams|USA|G|33|32.9|15.7|5.0|13.3|37.6|2.6|7.1|37.0|3.1|3.9|79.1|3.7|2.4|0.7|0.3|2.3
158|Jordan Howard|PUR|G|29|33.7|15.7|5.0|12.4|40.6|2.7|6.8|38.9|3.0|3.8|78.4|2.5|1.9|0.5|0.0|2.7
159|Jarvis Williams|MUR|F|35|31.0|15.7|5.7|10.0|56.7|0.0|0.0|0.0|4.3|6.5|66.7|8.4|0.9|0.7|1.0|1.4
160|I|IU|G|33|30.0|15.7|5.4|12.8|42.0|2.3|6.0|38.7|2.6|3.3|80.6|5.3|1.5|0.6|0.1|1.6
161|Montrezl Harrell|LOU|F|35|35.1|15.7|6.1|10.7|56.6|0.3|1.1|24.3|3.3|5.5|59.7|9.2|1.4|0.9|1.2|2.0
162|Stacy Davis|PEPP|F|32|32.0|15.7|5.2|10.9|47.3|0.5|1.6|28.8|4.9|6.0|80.8|7.8|1.8|0.9|1.1|2.7
163|DaShaun Wiggins|PRST|G|29|28.4|15.7|4.6|11.1|41.3|2.0|4.7|43.7|4.4|6.1|73.3|3.8|1.6|1.5|0.1|2.0
164|John Jordan|AMCC|G|34|35.9|15.6|4.9|11.0|44.8|0.4|1.2|28.6|5.5|8.3|65.7|3.9|5.2|1.9|0.1|2.6
165|Kris Dunn|PROV|G|33|34.0|15.6|5.6|11.8|47.4|0.8|2.3|35.1|3.6|5.2|68.6|5.5|7.5|2.7|0.3|4.2
166|Goss|GONZ|G|30|36.8|15.6|6.2|14.0|44.2|0.7|2.9|25.6|2.5|3.2|76.3|4.7|5.9|1.1|0.2|2.8
166|Rodney Pryor|GTWN|G|35|29.4|15.6|5.7|11.9|48.1|2.3|5.4|42.9|1.8|2.4|75.0|4.7|1.8|1.2|0.3|1.4
168|Eric Stutz|EKU|F|32|32.0|15.6|5.9|9.8|60.9|0.8|1.7|47.2|2.9|3.7|79.7|5.7|2.4|0.8|0.7|2.1
