RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
78|Justin Johnson|RGV|G|31|34.8|17.7|6.0|12.0|50.1|1.1|3.2|33.3|4.6|6.8|67.9|6.7|2.3|0.8|0.4|4.0
79|Adrian Delph|APP|G|34|35.8|17.7|6.1|14.7|41.7|3.1|7.8|39.6|2.4|3.1|77.9|5.4|1.8|1.0|0.5|2.0
80|Bennedict Mathurin|ARIZ|G|37|32.5|17.7|5.9|13.1|45.0|2.2|6.1|36.9|3.7|4.8|76.4|5.6|2.5|1.0|0.3|1.8
81|Charles Pride|SBU|G|32|35.3|17.7|6.4|14.1|45.1|1.8|5.7|32.6|3.1|4.0|76.7|8.6|2.4|1.6|0.3|1.7
82|Tristen Newton|CONN|G|30|34.8|17.7|5.5|12.6|43.5|1.6|4.8|33.3|5.1|5.8|87.9|4.8|5.0|1.4|0.3|3.5
83|Andrew Funk|PSU|G|32|36.6|17.6|6.7|15.4|43.2|2.7|7.5|36.3|1.6|2.1|76.1|3.6|3.0|0.8|0.3|1.8
84|Alex Morales|WAG|G|26|33.9|17.6|6.5|13.6|47.7|1.0|2.8|34.2|3.7|4.9|74.2|8.0|3.8|1.8|0.5|2.6
85|Dae Dae Grant|DUQ|G|32|33.0|17.5|6.3|14.9|42.3|2.2|6.4|34.3|2.7|3.2|85.3|4.7|4.1|0.9|0.1|1.9
86|Iverson Molinar|MSST|G|34|34.1|17.5|6.0|13.3|45.4|0.8|3.1|25.2|4.6|5.4|86.8|3.1|3.6|1.2|0.4|2.4
87|Jamison Battle|OSU|F|29|36.7|17.5|6.4|14.2|45.0|2.6|7.1|36.6|2.1|2.7|75.9|6.3|1.0|0.4|0.4|1.3
88|Nijel Pack|MIA|G|29|33.1|17.4|6.0|13.3|45.5|3.3|7.5|43.6|2.1|2.4|84.5|3.8|2.2|1.3|0.1|1.5
89|Justin Bean|USU|F|34|35.4|17.4|6.7|12.5|53.4|1.4|2.9|46.5|2.7|3.4|80.0|9.9|2.6|1.6|0.5|1.9
90|Javante McCoy|BU|G|35|34.0|17.4|6.9|14.0|49.5|1.8|4.2|42.5|1.8|2.5|70.8|3.9|2.9|1.1|0.2|2.3
91|Eli Scott|LMU|G|29|35.4|17.4|6.4|12.4|51.8|0.2|1.1|18.2|4.3|5.6|76.1|6.4|3.0|0.7|0.4|3.7
92|Oscar Tshiebwe|UK|C|34|31.9|17.4|7.0|11.6|60.6|0.0|0.0|0.0|3.4|4.9|69.1|15.1|1.1|1.8|1.6|1.9
93|Dereon Seabron|NCSU|G|32|35.8|17.3|6.3|12.7|49.1|0.3|1.3|25.6|4.5|6.3|71.3|8.2|3.2|1.4|0.1|2.4
94|Ryan Davis|UVM|F|30|26.4|17.3|6.6|11.1|59.3|1.5|3.4|44.1|2.7|3.5|77.1|5.6|1.3|0.2|0.8|1.4
94|Jaden Ivey|PUR|G|36|31.4|17.3|5.6|12.3|46.0|1.8|5.0|35.8|4.3|5.8|74.4|4.9|3.1|0.9|0.6|2.6
96|Darrion Trammell|SDSU|G|31|33.5|17.3|5.2|13.0|40.0|1.8|5.2|34.4|5.2|6.3|82.1|3.8|5.0|2.5|0.1|2.9
97|Jamaree Bouyea|SF|G|34|36.2|17.3|6.4|13.7|47.0|2.1|5.8|36.7|2.3|3.0|75.5|5.0|4.0|1.8|0.9|2.3
98|Paolo Banchero|USA|PF|39|33.0|17.2|6.3|13.2|47.8|1.1|3.3|33.8|3.5|4.8|72.9|7.8|3.2|1.1|0.9|2.4
99|Jalen Rucker|ARMY|G|31|32.0|17.1|5.9|14.5|40.4|2.7|7.4|36.8|2.7|3.5|76.9|3.8|3.1|0.9|0.2|2.4
100|Eral Penn|DEP|F|29|32.1|17.1|5.7|13.2|42.8|1.4|4.7|29.4|4.4|6.2|70.9|7.4|1.9|1.3|1.1|1.6
101|Ray Harrison|GCU|G|32|35.7|17.1|5.7|15.5|36.5|1.7|6.8|24.3|4.1|4.8|85.1|3.9|3.0|1.1|0.2|2.3
102|Jabari Smith Jr.|AUB|F|34|28.8|16.9|5.4|12.6|42.9|2.3|5.5|42.0|3.9|4.8|79.9|7.4|2.0|1.1|1.0|1.9
103|Tari Eason|LSU|F|33|24.4|16.9|5.8|11.1|52.1|0.8|2.4|35.9|4.6|5.7|80.3|6.6|1.0|1.9|1.1|2.2
104|Matt Bradley|SDSU|G|32|31.5|16.9|5.8|13.3|43.8|1.8|4.4|40.1|3.5|4.5|77.9|5.4|2.7|1.0|0.2|2.7
105|Jaelen House|UNM|G|31|32.2|16.9|5.4|13.0|41.4|1.5|4.8|31.8|4.6|5.2|88.9|3.6|4.5|2.2|0.3|3.4
106|KJ Simon|UTM|G|30|31.0|16.9|6.6|15.4|43.0|1.4|4.8|29.2|2.3|3.3|70.7|4.9|1.8|1.6|1.4|2.0
107|Izaiah Brockington|ISU|G|35|34.6|16.9|6.4|14.4|44.7|1.0|2.7|36.2|3.1|3.9|77.5|6.8|1.6|1.3|0.3|2.0
108|Bryce McGowens|NEB|G|31|33.3|16.8|5.2|12.8|40.3|1.3|4.7|27.4|5.2|6.3|83.1|5.2|1.4|0.7|0.3|2.1
109|Tevin Brown|MUR|G|34|35.2|16.8|5.5|12.9|42.7|3.1|8.1|38.4|2.7|3.6|74.8|5.6|3.1|1.4|0.6|1.8
109|Johni Broome|AUB|F|34|28.3|16.8|7.2|12.9|55.5|0.0|0.1|0.0|2.5|3.9|63.6|10.5|1.2|0.7|3.9|2.4
111|Myles Carter|DSU|G|28|34.3|16.8|6.5|14.7|44.3|1.1|3.3|32.3|2.7|3.6|76.0|5.9|1.9|1.5|0.5|2.3
112|Justin Lewis|MARQ|F|32|32.1|16.8|6.1|13.8|44.0|1.8|5.2|34.9|2.8|3.7|76.1|7.9|1.7|1.1|0.6|1.9
113|Alex Barcello|BYU|G|35|32.1|16.8|5.5|12.2|45.1|2.5|6.0|42.1|3.3|3.8|86.5|3.8|3.3|0.9|0.0|1.8
114|Marques Warrick|NKU|G|32|31.3|16.8|5.8|14.1|41.0|2.4|6.7|35.3|2.8|3.4|81.8|2.9|2.3|1.2|0.1|1.9
115|Evan Gilyard |IIKC|G|31|30.0|16.7|5.5|12.5|44.2|2.3|5.5|41.3|3.4|4.2|80.9|1.5|3.3|1.1|0.1|2.2
115|Joe Bryant Jr.|NORF|G|31|32.5|16.7|5.4|12.4|43.2|1.8|5.3|34.8|4.2|4.6|91.5|5.1|3.2|1.4|0.3|3.0
117|James Bishop |IVGW|G|30|34.2|16.7|5.7|14.8|38.7|2.0|6.3|31.7|3.3|4.0|82.4|2.2|1.9|0.9|0.2|2.0
118|Joel Murray|LBSU|G|33|32.1|16.7|5.8|13.0|44.9|0.8|2.1|37.1|4.2|4.9|85.3|3.0|2.8|1.5|0.1|2.5
119|Steele Venters|GONZ|G|33|33.7|16.7|5.6|12.3|45.6|2.6|6.0|43.4|2.8|3.4|84.7|3.9|2.2|0.9|0.7|1.8
120|Shawn Williams|UAPB|G|28|34.3|16.6|5.4|13.4|40.4|3.1|8.3|37.2|2.7|2.9|92.7|2.1|3.4|1.1|0.0|2.4
121|Noah Farrakhan|WVU|G|26|31.4|16.6|6.1|14.3|42.6|1.6|4.0|40.8|2.8|3.7|75.8|3.8|2.3|1.2|0.2|3.0
122|Mikey Dixon|IDHO|G|31|29.4|16.6|5.0|11.7|42.8|1.5|3.9|40.0|5.1|5.8|87.2|3.2|1.9|0.5|0.0|2.1
123|Jaden Shackelford|ALA|G|33|34.1|16.6|5.4|14.0|38.5|3.1|8.7|35.1|2.8|3.5|77.8|5.4|1.5|0.9|0.2|2.0
124|Dylan Penn|UVM|G|33|34.4|16.6|7.0|14.1|49.6|0.5|1.9|24.2|2.1|2.9|72.2|4.2|5.0|1.1|0.6|2.9
125|Troy Green|UNO|G|30|33.8|16.6|5.5|11.9|46.5|0.4|1.8|21.8|5.1|6.1|83.6|6.1|2.4|2.0|0.2|2.1
126|Gavin Kensmil|SFA|F|32|31.3|16.6|6.2|10.1|61.1|0.0|0.2|20.0|4.2|6.8|61.3|6.8|1.8|1.0|0.5|3.6
127|Linton Acliese|EWU|F|31|29.7|16.5|6.2|11.8|52.6|1.4|3.9|35.2|2.6|3.1|86.3|7.2|1.3|0.5|0.3|1.5
128|Jaylen Forbes|TULN|G|29|36.3|16.5|5.1|11.9|43.2|2.6|6.7|38.7|3.6|4.7|77.8|5.4|1.4|1.3|0.1|2.1
129|B.J. Mack|SC|F|32|27.7|16.5|6.2|11.6|53.8|1.2|2.7|44.8|2.8|3.4|81.8|6.2|2.2|0.6|0.5|2.4
130|Kenneth Lofton Jr.|LT|F|33|27.0|16.5|6.3|11.7|53.9|0.1|0.6|20.0|3.7|5.5|67.2|10.5|2.8|1.2|0.7|3.1
131|Douglas Wilson|SDSU|F|34|25.0|16.4|6.1|10.7|56.9|0.1|0.2|33.3|4.1|6.1|68.4|5.5|1.6|0.9|0.6|2.1
132|Trenton Massner|WIU|G|32|36.0|16.4|6.3|14.5|43.2|1.9|5.4|34.9|2.0|2.8|71.1|6.2|4.0|1.8|0.6|2.2
133|Tyler Thomas|HOF|G|30|33.1|16.4|6.3|15.0|41.9|2.2|6.4|33.7|1.6|2.0|80.0|3.4|2.6|1.2|0.6|2.5
134|Jaylen Sims|UNCW|G|36|34.5|16.4|4.9|12.7|38.3|1.7|4.8|35.7|4.9|6.0|82.0|5.8|2.4|1.2|0.2|1.8
135|Keshawn Williams|NIU|G|29|32.1|16.3|5.9|13.3|44.0|1.1|3.3|33.7|3.5|4.4|80.3|3.3|1.8|1.0|0.1|1.7
135|Anthony Roberts|STBK|G|29|29.6|16.3|5.8|14.1|40.9|1.6|5.1|31.5|3.2|3.9|82.3|4.2|2.6|0.7|0.3|2.7
137|Gaige Prim|MOST|F|34|29.5|16.3|6.0|10.6|56.5|0.2|0.6|36.8|4.1|5.2|78.7|8.0|1.7|0.9|1.2|2.4
138|Gibson Jimerson|SLU|G|35|33.8|16.3|5.5|12.5|44.5|2.5|5.9|42.0|2.7|3.3|82.6|2.3|0.8|0.5|0.0|1.0
139|Armando Bacot|UNC|F|39|31.6|16.3|6.3|11.0|56.9|0.0|0.2|12.5|3.7|5.6|67.0|13.1|1.5|0.8|1.7|2.0
140|Joe Bamisile|VCU|G|30|31.4|16.3|6.3|13.8|45.8|2.0|5.7|35.1|1.7|2.4|70.4|5.0|1.3|1.2|1.0|2.4
141|E.J. Anosike|CSUF|F|32|32.7|16.3|5.9|11.4|51.6|0.3|0.9|26.7|4.3|5.5|77.7|8.3|1.8|0.8|0.3|1.9
141|Terquavion Smith|NCSU|G|32|31.6|16.3|5.7|14.3|39.8|3.0|8.1|36.9|1.9|2.7|69.8|4.1|2.1|1.3|0.5|1.7
143|Ben Sheppard|BEL|G|33|31.4|16.2|5.8|11.7|49.6|2.2|5.9|37.1|2.5|3.5|71.9|3.9|1.6|1.2|0.2|1.3
144|Baylor Scheierman|CREI|G|35|33.3|16.2|5.5|10.9|50.8|2.4|5.1|46.9|2.8|3.5|80.2|7.8|4.5|1.3|0.1|1.9
145|Gerrale Gates|HC|F|28|31.8|16.2|6.3|14.8|42.4|0.1|0.5|28.6|3.6|4.8|75.2|8.6|2.1|0.9|0.6|1.9
146|Ben Shungu|UVM|G|34|30.6|16.2|6.1|11.7|52.3|1.9|4.6|41.4|2.1|2.9|71.4|4.6|2.3|1.2|0.2|1.8
147|Darius Quisenberry|FOR|G|26|35.0|16.2|5.3|14.2|37.2|2.2|7.1|31.4|3.4|4.3|80.2|3.8|2.0|1.5|0.0|1.8
148|Dayvion McKnight|XAV|G|32|35.6|16.2|6.1|12.9|47.0|0.4|1.3|34.1|3.6|4.7|77.3|5.5|5.5|1.9|0.0|3.3
149|Colin Castleton|FLA|C|28|30.6|16.2|6.1|11.3|54.6|0.0|0.3|0.0|3.9|5.5|70.3|9.0|1.5|0.9|2.2|2.2
150|Desmond Cambridge Jr.|ASU|G|30|32.6|16.2|5.9|13.6|43.5|2.9|7.8|37.0|1.4|2.0|71.2|5.1|1.8|1.7|1.1|1.9
151|Austin Williams|RUTG|G|27|32.8|16.1|6.0|12.1|50.0|0.9|2.9|30.8|3.2|5.1|61.9|5.2|3.4|1.3|0.4|3.4
152|Foster Loyer|DAV|G|29|30.1|16.1|4.8|10.6|45.1|2.6|5.8|43.8|4.0|4.3|93.5|3.2|3.3|0.8|0.0|1.7
153|Jeriah Horne|TLSA|F|31|33.9|16.1|5.5|12.4|44.4|2.1|5.1|41.5|3.0|3.6|83.8|6.9|1.5|1.3|0.7|2.0
154|Eric Reed Jr.|MSST|G|30|32.2|16.1|5.2|12.3|41.9|2.4|6.6|35.7|3.4|4.1|81.5|3.3|1.7|1.0|0.1|1.7
155|Tyler Burton|VILL|F|37|33.0|16.1|5.1|11.1|45.7|1.5|4.2|36.5|4.4|5.6|79.1|7.7|1.0|1.1|0.5|1.6
156|Tosan Evbuomwan|PRIN|F|28|30.0|16.0|6.6|12.1|54.1|0.1|0.6|11.8|2.8|5.0|56.4|6.7|5.1|1.4|0.3|2.5
157|Jalen Johnson|GRAM|F|30|32.0|16.0|6.1|12.9|47.2|0.1|0.3|22.2|3.7|5.1|72.5|7.3|0.7|1.0|0.8|1.9
158|Aaron Clarke|STBK|G|25|33.1|16.0|5.1|12.2|42.1|1.6|5.3|30.8|4.1|4.7|87.2|1.7|4.1|0.5|0.0|2.4
159|Payton Willis|MINN|G|29|36.3|15.9|5.8|12.3|47.3|2.6|6.0|42.8|1.7|2.8|62.5|4.8|4.3|1.4|0.5|1.8
160|Caleb Love|ARIZ|G|39|34.2|15.9|5.1|13.7|37.1|2.4|6.6|36.0|3.4|3.9|86.3|3.4|3.6|0.9|0.2|2.7
161|Ron Harper Jr.|RUTG|F|32|34.3|15.8|5.3|12.1|44.2|2.1|5.3|39.8|3.0|3.8|79.5|5.9|1.9|1.0|0.6|1.6
162|Hyunjung Lee|DAV|G|34|32.1|15.8|5.4|11.3|47.4|2.4|6.2|38.1|2.8|3.6|77.7|6.0|1.9|0.7|0.3|1.5
163|Joe French|UAPB|G|28|33.1|15.8|5.5|12.1|45.3|2.7|6.1|44.1|2.2|2.4|91.2|2.6|0.6|0.3|0.0|2.0
164|R.J. Cole|CONN|G|33|33.5|15.8|5.4|12.9|41.5|1.8|5.3|33.9|3.3|3.8|85.8|3.4|4.1|1.1|0.1|1.9
165|Bryson Mozone|GTWN|F|32|33.2|15.8|5.6|12.5|44.6|2.2|5.8|38.6|2.4|2.8|85.6|5.7|1.3|0.8|0.3|1.7
166|Jovan Blacksher Jr.|GCU|G|31|33.2|15.8|5.7|13.8|41.5|2.0|5.0|39.4|2.4|3.2|73.7|2.8|4.0|1.7|0.1|2.0
167|Kyle Foster|HOW|G|29|29.1|15.8|4.9|10.8|45.2|3.6|7.9|45.9|2.4|3.1|78.9|4.1|1.4|1.1|0.5|1.4
